SurveyPointId,Easting,Northing,Amphora,Coarseware,Commonware,Fineware
19007b-74-401,533344.46,4388842.7,1.0,0.0,0.0,0.0
19007b-75-404,533316.96,4388814.72,1.0,1.0,1.0,0.0
19007b-78-402,533291.52,4388844.02,1.0,0.0,0.0,0.0
190080-05-203,533293.88,4388793.09,1.0,0.0,0.0,0.0
190080-05-204,533293.24,4388802.63,1.0,0.0,0.0,0.0
190080-14-202,533271.55,4388779.79,1.0,0.0,0.0,0.0
190080-14-204,533272.02,4388789.33,1.0,1.0,0.0,1.0
190080-14-205,533278.87,4388812.34,1.0,0.0,0.0,0.0
190080-69-201,533283.84,4388774.62,1.0,0.0,0.0,0.0
190080-72-201,533325.97,4388773.25,1.0,0.0,1.0,0.0
190080-73-201,533303.22,4388775.93,1.0,0.0,0.0,0.0
190080-73-204,533303.7,4388804.01,1.0,0.0,0.0,0.0
190080-74-204,533265.86,4388806.29,1.0,0.0,0.0,0.0
190080-75-201,533316.27,4388773.88,1.0,0.0,0.0,0.0
190080-75-202,533314.8,4388778.42,1.0,1.0,0.0,0.0
190080-75-203,533313.2,4388790.07,1.0,0.0,0.0,0.0
190080-75-204,533315.82,4388800.73,1.0,0.0,0.0,0.0
190080-75-205,533317.07,4388807.51,1.0,0.0,0.0,0.0
190080-78-201,533336.28,4388769.97,1.0,0.0,0.0,0.0
190080-78-202,533335.81,4388779.18,1.0,0.0,0.0,0.0
190080-78-203,533335.94,4388789.39,1.0,0.0,0.0,0.0
190080-78-204,533336.4,4388801.6,1.0,0.0,0.0,0.0
190080-78-205,533231.6,4388811.13,1.0,0.0,0.0,0.0
190080-81-201,533345.63,4388771.01,1.0,0.0,0.0,0.0
190080-81-202,533343.87,4388780.32,1.0,0.0,0.0,0.0
190080-81-203,533345.46,4388790.43,1.0,0.0,0.0,0.0
190080-81-204,533346.27,4388802.42,1.0,0.0,0.0,0.0
190090-05-101,533320.46,4388697.87,1.0,0.0,0.0,0.0
190090-05-102,533319.73,4388708.19,1.0,0.0,0.0,1.0
190090-14-107,533342.85,4388719.05,1.0,0.0,0.0,0.0
190090-69-105,533299.35,4388698.89,1.0,0.0,0.0,0.0
190090-72-102,533287.75,4388724.59,1.0,0.0,0.0,0.0
190090-72-104,533289.4,4388700.18,1.0,0.0,0.0,0.0
190090-72-105,533319.97,4388733.05,1.0,0.0,0.0,0.0
190090-72-106,533317.61,4388723.49,1.0,0.0,0.0,0.0
190090-74-102,533309.1,4388707.14,1.0,0.0,0.0,0.0
190090-74-104,533310.21,4388727.79,1.0,0.0,0.0,0.0
190090-75-107,533339.57,4388723.03,1.0,0.0,0.0,0.0
190090-78-105,533331.95,4388700.36,1.0,0.0,0.0,0.0
190090-78-106,533333.37,4388709.8,1.0,0.0,1.0,0.0
